"pl_POL_newsweek_int" "2017-07-31 12:37:00" "MSW grozi Obywatelom RP. Czy to zemsta za kontrmiesięcznice smoleńskie?" "Fundacji grozi „wyznaczenie zarządcy przymusowego”."
"pl_POL_newsweek_int" "2017-07-31 12:37:00" "Przed nami wyjątkowo gorący tydzień. Jak radzić sobie z falą upałów? [7 PORAD]" "Przeczytajcie, jak najlepiej ochronić siebie i swoje zdrowie podczas wyjątkowo gorących dni."
"pl_POL_newsweek_int" "2017-07-31 11:20:00" "Rosja wyrzuci niemal wszystkich amerykańskich dyplomatów" "To odpowiedź na sankcje, które przyjął w zeszłym tygodniu Waszyngton."
"pl_POL_newsweek_int" "2017-07-31 10:25:00" "„Pierdy opowiadasz”.  Dlaczego taki napis mogli oglądać niektórzy widzowie „Wiadomości”?" "Telewizja Polska nie wie, jak to możliwe."
"pl_POL_newsweek_int" "2017-07-31 09:00:00" "Dlaczego ludzie nie umieją instynktownie pływać?" "Większość ssaków ma instynktowną umiejętność pływania. Człowiek zatracił ją w toku ewolucji, ale nadrabia sobie z nawiązką, używając rozumu. A nawet technologii."
"pl_POL_newsweek_int" "2017-07-31 08:31:00" "U2 komentuje sytuację w Polsce. Flaga Solidarności na koncercie" "Ku zaskoczeniu wielu fanów, szczególnie tych z Polski, Bono wykonywał największe hity zespołu, a obok powiewała flaga Solidarności."
"pl_POL_newsweek_int" "2017-07-31 08:00:00" "Nie lubisz opozycji? Innej na razie nie będzie" "Ulica musi w razie konieczności bronić PO czy Nowoczesnej z taką samą determinacją jak sądów."
"pl_POL_newsweek_int" "2017-07-31 07:30:00" "Mniej znane, niedoceniane, znakomite. Te muzea warto odwiedzić w wakacje" "Tam nie spotkasz tłumów."
"pl_POL_newsweek_int" "2017-07-31 07:00:00" "Medialna krucjata Ziobry przeciw Dudzie. „Pierwszy polegnie pan prezydent”" "Nasila się wymiana ciosów między rządem a Pałacem Prezydenckim."
"pl_POL_newsweek_int" "2017-07-30 20:00:00" "Poszerzenie pola walki" "Najbliższe miesiące przyniosą w naszej polityce wielki test. Za dwa, trzy miesiące będziemy wiedzieć, czy Andrzej Duda jest graczem, czy statystą."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Uchwycone" "Najlepsze zdjęcia tygodnia. [TYLKO W „NEWSWEEKU PLUS”]"
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Dla Jezusa i innych" "Przystanek Woodstock rusza za kilka dni. Jeszcze bardziej polityczny niż kiedykolwiek."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "I ty zostaniesz Kantorem" "W Polsce powstaje gra komputerowa, w której każdy może być Tadeuszem Kantorem."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Może w morze płyń węgorzem?" "Większość ssaków ma instynktowną umiejętność pływania. Człowiek zatracił ją w toku ewolucji."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Wielkie marzenie Luca Bessona" "Luc Besson nakręcił pod Paryżem superprodukcję na skalę hollywoodzką."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Zastrzyk zdrowia" "Chronią zarówno przed śmiertelnymi chorobami zakaźnymi, jak i przed niektórymi nowotworami."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Edukacyjne pielgrzymki" "Poza granicami Polski studiuje 50 tysięcy Polaków."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "To, co niepopularne" "Maciej Melecki: „Gdzieniegdzie”. Dom Literatury w Łodzi, seria Białe kruki, czarne owce."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Walka z wiatrakami" "Zmienna niczym pogoda polityka państwa wobec odnawialnych źródeł energii może nas sporo kosztować."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Seks po japońsku" "Dlaczego żonaci Japończycy decydują się na współżycie z manekinami, a młodzi stronią od seksu?"
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Ameryka obiecana" "Zaostrzenie przez rząd USA polityki imigracyjnej nabija kiesę gangsterom."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Kobiety proszą o pomoc" "Od zeszłej niedzieli tabletka antykoncepcyjna „dzień po” jest w Polsce znowu na receptę."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Wszystkie wojny Islama" "Miał 11 lat. Stanął przed urzędnikiem MSWiA i powiedział płynną polszczyzną: „Nie deportujcie mnie.”"
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Fedrują na haju" "Jedni biorą, bo się boją. Inni, bo fizycznie nie dają rady."
"pl_POL_newsweek_int" "2017-07-30 19:45:00" "Dyktatura sączy się po kropelce" "Prof. Jan Kubik: Populista zachowuje się jak gangster. Kaczyński jest w tej sztuce mistrzem."
