"fr_DZA_elwata_int" "2017-07-11 13:00:00" "«Le Maroc a essuyé un double échec à Addis-Abeba»" " 
	Le chef de la diplomatie sahraouie a condamné avec force «le refus du Maroc de se plier à la légalité internationale» et a fait porter à la France et à l’Espagne la responsabilité de la poursuite de l’occupation par le Maroc du Sahara occidental. 
	Le ministre des Affaires étrangères de la République arabe sahraouie démocratique (RASD), Mohamed Salem Ould Salek, a estimé hier, lors d’une conférence de presse animée à Alger destinée à faire le point sur la participation de la délégation sahraouie au dernier sommet de l’Union africaine (UA), que «le Maroc est aussi isolé que lorsqu’il n’était pas adhérent de l’organisation continentale».

	Pour le chef de la diplomatie sahraouie, la preuve est que «les tentatives marocaines de créer une fracture au sein de l’UA et d’empêcher l’adoption d’une résolution favorable au Front Polisario ont enregistré un échec patent». «Contrairement à ce qu’affirment ses organes de propagande et les titres de la presse occidentale qui lui sont acquis, le Maroc est reparti défait d’Addis-Abeba», a-t-il déclaré.

	Assurant, documents à l’appui, que «le Maroc a essuyé un double échec en Ethiopie», Mohamed Salem Ould Salek a expliqué que «l’isolement du Maroc au sein de l’Union africaine sera plus difficile à supporter dans la mesure où son adhésion à l’organisation panafricaine lui a été coûteuse». Le conférencier s’est montré persuadé que «le makhzen se trompe complètement de calculs s’il croit pouvoir arriver un jour à isoler de l’intérieur (de l’UA, ndlr) le Front Polisario et renverser le rapport de force en sa faveur». «Les raisons de l’adhésion du Maroc à l’Union africaine n’ont échappé à personne.

	Tout le monde sait qu’il a rejoint l’UA pour tenter de lui faire changer de position et l’empêcher de travailler avec l’Onu sur le dossier du conflit du Sahara occidental», a-t-il indiqué non sans préciser que ce plan machiavélique est en train d’être déjoué par les Africains. «Malgré ses manœuvres, les pressions, la corruption et le chantage abject exercés par ses services spéciaux sur certains pays, l’Union africaine demeure imperturbable et constante.

	Elle considère plus que jamais la présence du Maroc au Sahara occidental comme une occupation militaire illégale à laquelle il convient urgemment de mettre fin», a martelé Mohamed Salem Ould Salek qui a souligné, en outre, que le sommet de l’UA a appelé clairement la RASD et le Maroc à entamer sans plus attendre, sur la base des résolutions pertinentes de l’ONU et de l’organisation panafricaine, des négociations directes pour mettre fin au conflit qui les oppose.

	Le ministre sahraoui des Affaires étrangères s’est dit convaincu que le Maroc, qui a «offert un spectacle pathétique et pitoyable à Addis-Abeba», n’oubliera pas de sitôt la leçon reçue lors du 29e sommet de l’Union africaine. «Le makhzen a certainement dû comprendre maintenant que l’UA n’est pas une auberge espagnole et qu’il ne peut plus ignorer ses résolutions ou lui imposer son diktat», a indiqué M. Ould Salek, ajoutant que «le Maroc ne parviendra à sortir de son isolement que lorsqu’il aura mis fin à son occupation illégale du Sahara occidental (...) et abandonné sa politique de fuite en avant».

	Sur un plan plus général, Mohamed Salem Ould Salek a condamné avec force «le refus du Maroc de se plier à la légalité internationale», révélant au passage que Rabat ne s’est d’ailleurs pas encore prononcé officiellement sur la nomination de Horst Köhler en qualité d’envoyé spécial de l’ONU pour le Sahara occidental. Il a, en outre, fait porter à la France et à l’Espagne la responsabilité de la poursuite de l’occupation par le Maroc du Sahara occidental.

	Le chef de la diplomatie sahraouie a accusé ces deux pays «de saper les efforts de la communauté internationale visant à trouver un règlement au conflit du Sahara occidental et permettre au peuple sahraoui d’exercer son droit à l’autodétermination». A ce propos, il a dit espérer que le nouveau président français, Emmanuel Macron, changera de cap. Mohamed Salem Ould Salek a, par ailleurs, saisi l’occasion pour dénoncer «la poursuite des violations massives et systématiques des droits de l’homme dans les territoires sahraouis occupés par le Maroc et le pillage à grande échelle des ressources naturelles du Sahara occidental».
	  "
"fr_DZA_elwata_int" "2017-07-11 13:00:00" "Espagne : Un tribunal millénaire résout les conflits d’irrigation" " 
	Huit hommes en chasuble noire, installés en pleine rue au pied d’une cathédrale, observent avec gravité l’huissier qui convoque les accusés. Ils forment le Tribunal des eaux de Valence, une institution millénaire en Espagne. 
	En quelques minutes et sans paperasse, ce tribunal coutumier tranche les conflits d’irrigation dans la plaine fertile située dans l’arrière-pays de la troisième ville d’Espagne, une région d’orangers et de vergers. Inscrit au patrimoine culturel immatériel de l’Unesco, ce tribunal se présente comme «la plus ancienne institution de justice existante en Europe».

	Son existence remonte au moins au Xe siècle, quand cette région méditerranéenne faisait partie du califat de Cordoue et l’actuelle cathédrale gothique -à l’ombre de laquelle siège le tribunal- était une mosquée. Les affaires qui l’occupent sont d’une réalité tangible et toujours aquatique, depuis les coupures d’eau abusives jusqu’aux erreurs dans la gestion des prélèvements d’eau...

	Des litiges qui peuvent survenir à tout moment de l’année, et tout spécialement en période de sécheresse, même si dans ce cas, «des conditions (d’irrigation) particulières sont imposées et la vigilance est renforcée pour contrôler la disponibilité de l’eau», explique l’historien Daniel Sala, grand connaisseur de l’institution. Une des affaires récemment tranchées implique Vicent Marti, qui, depuis plus de trente ans, dirige une exploitation agricole écologique.

	Un jour, il s’est aperçu que l’eau arrivant chez lui était polluée par des résidus de ciment et de peinture, rejetés par les employés d’un voisin rénovant sa maison. Moins d’un mois plus tard, le litige arrivait devant le Tribunal des eaux. Après avoir écouté les arguments des uns et des autres et au terme d’un bref débat, le président prononce la formule consacrée condamnant le voisin pollueur. Ce dernier accepte le jugement d’un laconique «correct» et doit ensuite payer quelque 2000 euros.

