"fr_DZA_elwata_int" "2017-07-17 13:00:00" "Fayez Al Sarraj a-t-il enterré l’accord interlibyen ?" " 
	Le président du Conseil présidentiel libyen a expliqué avoir fait tout ce qui était en son pouvoir pour«réconcilier les Libyens
	entre eux et unifier le pays». Il a dit, cependant, regretter le manque d’engagement des acteurs issus de l’accord politique interlibyen
	qui ont tout fait pour saper ses efforts. 
	Le président du Conseil présidentiel libyen, Fayez Al Sarraj, a préconisé la tenue d’élections législatives et présidentielle en mars 2018 pour mettre fin au dialogue de sourds qui oppose son gouvernement aux autorités de Tobrouk depuis la conclusion, en décembre 2015, de l’accord interlibyen. Dans ce qu’il a présenté comme un plan de sortie de crise, Fayez Al Sarraj a soutenu la nécessité de suspendre, durant ces élections jumelées, toutes les opérations militaires, à l’exception de celles s’inscrivant dans le cadre de la lutte contre le terrorisme.

	Dans sa feuille de route destinée à sortir la Libye de la spirale de la violence et de l’impasse politique à laquelle elle fait face et diffusée par les médias tripolitains, M. Al Sarraj milite également en faveur de la mise en place d’un comité composé de membres de la Chambre des représentants et du Conseil d’Etat dont la mission sera de mettre un terme au bicéphalisme qui caractérise l’Etat libyen (uniformisation des institutions étatiques divisées) et de prémunir par le suite l’édifice institutionnel des querelles politiques. Divisé, le pays est actuellement dirigé par deux gouvernements. Trois, si l’on compte celui de Khalifa Al Ghowel qui ne cesse d’ailleurs de harceler militairement le gouvernement libyen reconnu par l’ONU.

	Fayez Al Sarraj soutient la nécessité, en outre, d’installer un «conseil suprême de la réconciliation nationale» qui aura à prendre en charge les questions liées à la justice transitionnelle. Il s’agira pour cette institution, a-t-il dit, de définir notamment l’ensemble des mécanismes et des processus, à la fois judiciaires et non judiciaires, visant à aider la société libyenne à faire face à son passé et à restaurer, ainsi, l’Etat de droit. Le président du Conseil présidentiel libyen estime dans la foulée qu’il serait utile aussi de créer des comités pour la réconciliation entre les villes.

	L’urgence d’unifier les institutions

	Fayez Al Sarraj a expliqué avoir fait tout ce qui était en son pouvoir pour «réconcilier les Libyens entre eux et unifier le pays». Il a dit, cependant, regretter le manque d’engagement des acteurs issus de l’accord politique interlibyen qui ont tout fait pour saper ses efforts, précisant que «le gouvernement dont il a hérité de la présidence n’est pas partie prenante de la crise».

	«Nous sommes là uniquement pour aider à trouver des solutions et faire en sorte que personne ne soit exclu de la construction de la nouvelle Libye», a-t-il soutenu. En tenant de tels propos, Fayez Al Sarraj n’annonce rien d’autre que la mort de l’accord de Skhirat, que le gouvernement de Tobrouk avait rejeté dès sa conclusion. Son discours a, en tout cas, toutes les caractéristiques d’un adieu ou d’un aveu d’échec.

	Bien que reconnu par la communauté internationale, le gouvernement d’union nationale (GNA), issu de cet accord, n’a pas pu à ce jour imposer son autorité. La cause ? La raison tient notamment au fait que les autorités de transition qui se sont succédé depuis 2011 ont été incapables de former une armée ou une police régulière, ni même réinstaurer la sécurité dans un pays placé sous la coupe réglée de puissantes milices.

	Depuis quelques mois, le GNA, appuyé par la communauté internationale, s’emploie à former une Garde présidentielle qui devra notamment protéger les membres du gouvernement, les institutions publiques et les missions diplomatiques. Mais leur puissance de feu pourrait s’avérer bien faible en comparaison à celle des milices auxquelles le GNA a fait appel pour le protéger. En passant un tel marché, le GNA s’est d’ailleurs rendu davantage vulnérable politiquement, puisqu’il s’est pratiquement placé à la merci d’un certain nombre de seigneurs de guerre et de chefs de tribu.

	Le talon d’Achille du GNA

	Ce n’est pas le cas du gouvernement de Tobrouk qui a su, au fil des mois, consolider ses bases et se rendre incontournable.
	Il a pu y parvenir en se dotant d’une Armée nationale libyenne (ANL). Dirigée par le maréchal Khalifa Haftar et soutenue militairement par l’Egypte et les Emirats arabes unis, l’ANL contrôle aujourd’hui le Croissant pétrolier libyen ainsi que de nombreuses localités de l’ouest et du sud de pays. Ses troupes ont réussi, la semaine dernière, à écraser Daech et Al Qaîda à Benghazi.

	Pour permettre à l’accord interlibyen d’être opérant, le GNA avait accepté au début de l’année le principe d’ouvrir des négociations avec le gouvernement de Tobrouk afin de revoir certains de ses articles. L’amendement devait notamment déboucher sur l’intégration de Khalifa Haftar et de son armée dans les institutions libyennes reconnues par la communauté internationale.

	Il s’agissait en somme d’un partage du pouvoir qui ne disait pas son nom. Bien que Fayez Al Sarraj et Khalifa Haftar se soient rencontrés à de nombreuses reprises, les négociations entre les deux parties n’ont cependant débouché sur rien de concret, Khalifa Haftar s’étant dit toujours compter sur la force pour conquérir le pouvoir. Depuis, c’est  le statu quo. La question est de savoir maintenant si l’ancien bras droit de Mouammar El Gueddafi et le gouvernement de Tobrouk accepteront que les urnes décident de leur sort. 
	  "
"fr_DZA_elwata_int" "2017-07-17 13:00:00" "Le Parlement cubain douche les espoirs du Maroc" " 
	Le président du Parlement cubain, Esteban Lazo Hernandez, a affirmé les positions fermes de Cuba à l’égard de la question sahraouie. 
