"New Zealand Herald"	"1282"
"The Guardian"	"1312"
"Hindustan Times"	"69"
"Wprost"	"0"
"South China Morning Post"	"257"
"El periodico de Catalunya"	"0"
"El Universal"	"0"
"Dernière Heure"	"0"
"Wirtualna Polska"	"6"
"Times of Malta"	"366"
"Le soir"	"0"
"TVN24"	"2"
"RMF24"	"1"
"The Times of India"	"75"
"El Universal(MEX)"	"0"
"The Star"	"74"
"TVP"	"5"
"El mercurio"	"0"
"Herald Sun"	"101"
"China Daily"	"151"
"The Australian"	"44"
"The News International"	"45"
"Le Monde"	"0"
"This Day"	"103"
"Le Parisien"	"0"
"La patria"	"0"
"La tercera"	"0"
"Fakt"	"5"
"Japan Times"	"193"
"Newsweek"	"9"
"Chronicle"	"61"
"Gazeta wyborcza"	"2"
"The New York Times"	"267"
"Washington Post"	"104"
"Le Nacion"	"0"
"Le Journal de Montreal"	"0"
"Today"	"551"
"Daily Telegraph"	"194"
"La Jordana (Mex)"	"0"
"El Pais"	"0"
"LExpression"	"0"
"Rzeczpospolita"	"4"
"El Watan"	"0"
"Interia"	"0"
"Do rzeczy"	"28"
"La Razon"	"0"
"The Star(malaise)"	"861"
