"pl_POL_tvn24_int" "2017-08-02 10:46:00" "Reuters: straty Rosji w Syrii czterokrotnie wyższe od oficjalnych statystyk" "
                    
                     <img src=""https://r-scale-a8.dcs.redcdn.pl/scale/o2/tvn/web-content/m/p1/i/b29eed44276144e4e8103a661f9a78b7/fb5b8abd-d6b8-44f0-8f11-6bad03a09787.png?type=1&" "38;srcmode=4&" "38;srcx=0/1&" "38;srcy=0/1&" "38;srcw=50&" "38;srch=50&" "38;dstw=50&" "38;dsth=50&" "38;quality=80"" align=""right"" />                    Od początku 2017 roku w Syrii zginęło co najmniej 40 rosyjskich żołnierzy i przedstawicieli prywatnych firm wojskowych - podała agencja Reutera. Oficjalne statystyki mówią o dziesięciu zabitych wojskowych. 
                    
                "
"pl_POL_tvn24_int" "2017-08-02 10:32:44" "Polska na styku dwóch frontów. Burzowo i ""bardzo, bardzo upalnie""" "
                    
                     <img src=""https://r-scale-0a.dcs.redcdn.pl/scale/o2/tvn/web-content/m/p5/i/b29eed44276144e4e8103a661f9a78b7/ac8dc515-2f38-4c2e-82db-ace0e4dd8808.png?type=1&" "38;srcmode=4&" "38;srcx=0/1&" "38;srcy=0/1&" "38;srcw=50&" "38;srch=50&" "38;dstw=50&" "38;dsth=50&" "38;quality=80"" align=""right"" />                    Polska znajduje się na styku dwóch frontów, dlatego też tworzą się groźne i gwałtowne zjawiska pogodowe. Tomasz Wasilewski tłumaczy, rysując na mapie, skąd biorą się takie zawirowania w pogodzie.

                    
                "
"pl_POL_tvn24_int" "2017-08-02 07:22:30" "Kule gradu o średnicy złotówek, zdmuchnięte targowisko. Krajobraz po nocnych burzach" "
                    
                     <img src=""https://r-scale-fb.dcs.redcdn.pl/scale/o2/tvn/web-content/m/p1/i/b29eed44276144e4e8103a661f9a78b7/0fd8cf3e-2558-4992-9863-015cdfc0ec7e.jpg?type=1&" "38;srcmode=4&" "38;srcx=0/1&" "38;srcy=0/1&" "38;srcw=50&" "38;srch=50&" "38;dstw=50&" "38;dsth=50&" "38;quality=80"" align=""right"" />                    To była niespokojna noc w niektórych regionach Polski. Zagrzmiało w województwach lubuskim, wielkopolskim, dolnośląskim i kujawsko-pomorskim. Burzom towarzyszył porywisty wiatr oraz gradobicia. Na Kontakt 24 otrzymujemy od Was relacje pogodowe.
                    
                "
"pl_POL_tvn24_int" "2017-08-02 06:23:35" "Wodne atrakcje za zamkniętymi drzwiami. Zachwycają tylko wybranych" "
                    
                     <img src=""https://r-scale-98.dcs.redcdn.pl/scale/o2/tvn/web-content/m/p2/i/851300ee84c2b80ed40f51ed26d866fc/7c646944-c47f-4ba2-b276-2e41b129f356.jpg?type=1&" "38;srcmode=4&" "38;srcx=0/1&" "38;srcy=0/1&" "38;srcw=50&" "38;srch=50&" "38;dstw=50&" "38;dsth=50&" "38;quality=80"" align=""right"" />                    Najpierw była próba otwarcia dla mieszkańców zabytkowej skarpy za Pałacem Krasińskim na terenie Szkoły Głównej Gospodarstwa Wiejskiego. Bez skutku. Teraz mieszkańcy chcą skorzystać z Centrum Wodnego uczelni. Ale i na to szanse są marne. 
                    
                "
"pl_POL_tvn24_int" "2017-08-01 15:52:58" """Gdzie moja córka?"" Matka szukała dziecka na policji, w domu niemowlę z siniakami" "
                    
                     <img src=""https://r-scale-f2.dcs.redcdn.pl/scale/o2/tvn/web-content/m/p1/i/b29eed44276144e4e8103a661f9a78b7/c347f01c-d85a-4ef6-a3e4-532af8a2cba8.jpg?type=1&" "38;srcmode=4&" "38;srcx=0/1&" "38;srcy=0/1&" "38;srcw=50&" "38;srch=50&" "38;dstw=50&" "38;dsth=50&" "38;quality=80"" align=""right"" />                    Na komisariat przyszła 28-latka, szukająca swojej córeczki, która w nocy została odebrana przez policję z domu koleżanki. Matka była nietrzeźwa. Wtedy mundurowi postanowili sprawdzić, co się dzieje z jej pozostałymi dziećmi. Na ciele najmłodszego znaleźli ślady siniaków. 
                    
                "
"pl_POL_tvn24_int" "2017-08-01 12:34:19" "Jak powstaje trąba powietrzna?" "
                    
